Domain,Url,Url occurences,Common?
www.rtve.es,https://www.rtve.es/noticias/20241024/elecciones-eeuu-2024-allan-luchtman-historiador-cuesta-gobernar/16292215.shtml,5,no
www.rtve.es,https://www.rtve.es/noticias/20241026/washington-post-decide-no-respaldar-a-ningun-candidato-elecciones-presidenciales-eeuu-por-primera-vez-decadas/16304351.shtml,1,no
www.rtve.es,https://www.rtve.es/noticias/20241019/elecciones-estados-unidos-2024-cuando-quienes-candidatos-estados-claves/16284085.shtml,2,no
www.rtve.es,https://www.rtve.es/noticias/elecciones-estados-unidos,2,no
www.rtve.es,https://www.rtve.es/noticias/20240822/encuestas-elecciones-estados-unidos-kamala-harris-donald-trump/16223710.shtml,3,no
www.rtve.es,https://www.rtve.es/noticias/20241019/estados-unidos-elige-5-noviembre-a-su-proximo-presidente-fechas-clave-hasta-llegar-a-urnas/16292759.shtml,3,no
ine.mx,https://ine.mx/voto-y-elecciones/elecciones-2024/,8,no
ine.mx,https://ine.mx/actores-politicos/candidatos-independientes/,3,no
ine.mx,https://ine.mx/candidaturasindependientes/,3,no
ine.mx,https://ine.mx/actores-politicos/plataformas-electorales/,3,no
ine.mx,https://ine.mx/voto-y-elecciones/encuestas-electorales/,3,no
ine.mx,https://ine.mx/voto-y-elecciones/resultados-electorales/,3,no
ine.mx,https://ine.mx/,1,no
ine.mx,https://ine.mx/voto-y-elecciones/elecciones-2024/candidatas-y-candidatos-locales-2024/,3,no
ine.mx,https://ine.mx/voto-y-elecciones/urna-electronica/,3,no
ine.mx,https://ine.mx/preguntas-para-el-debate-presidencial/,1,no
www.servel.cl,https://www.servel.cl/partidos-politicos/requisitos-e-inhabilidades-candidatos-independientes/,3,no
www.servel.cl,https://www.servel.cl/centro-de-datos/resultados-electorales-historicos-gw3/,2,no
www.servel.cl,https://www.servel.cl/solicitud-de-cambio-de-domicilio-electoral/,1,no
www.servel.cl,https://www.servel.cl/2024/10/01/conoce-a-tus-candidatos-para-las-elecciones-regionales-y-municipales-de-octubre/,3,no
www.servel.cl,https://www.servel.cl/campanas-electorales/,1,no
www.servel.cl,https://www.servel.cl/elecciones-2024/,2,no
www.servel.cl,https://www.servel.cl/2024/10/11/este-sabado-12-de-octubre-finaliza-el-plazo-para-divulgar-resultados-de-encuestas-electorales/,2,no
www.servel.cl,https://www.servel.cl/2024/10/27/boletin-informativo-sobre-resultados-preliminares/,2,no
www.servel.cl,https://www.servel.cl/2024/10/25/hoy-vence-el-plazo-para-que-las-candidaturas-y-partidos-politicos-presenten-el-informe-de-gastos-al-servicio-electoral/,1,no
www.servel.cl,https://www.servel.cl/2024/10/24/este-jueves-24-de-octubre-finaliza-plazo-de-propaganda-electoral-para-las-elecciones-regionales-y-municipales/,2,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/quien-gana-las-elecciones-en-eeuu-2024-asi-estan-las-encuestas-entre-trump-y-kamala-harris-hoy-nid25102024/,3,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/sorpresiva-decision-del-washington-post-no-respaldara-a-ningun-candidato-de-la-eleccion-en-eeuu-nid25102024/,1,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/cuando-son-las-elecciones-presidenciales-en-estados-unidos-en-2024-nid21102024/,3,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/horoscopo-y-astrologia/las-predicciones-de-mhoni-vidente-para-las-elecciones-2024-en-eeuu-que-dijo-sobre-el-voto-latino-nid24102024/,1,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/elecciones-de-eeuu-2024-en-vivo-ultimas-noticias-y-encuestas-de-donald-trump-y-kamala-harris-hoy-nid22102024/,2,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/cuantos-miembros-democratas-hay-en-la-camara-de-representantes-nid22102024/,1,no
www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/quien-gana-en-eeuu-asi-estan-las-encuestas-presidenciales-entre-trump-y-kamala-hoy-lunes-21-de-nid21102024/,1,no
www.lanacion.com.ar,https://www.lanacion.com.ar/politica/el-texto-completo-del-proyecto-de-ley-sobre-el-aborto-nid08022024/,1,no
www.te.gob.mx,https://www.te.gob.mx/candidaturas-independientes/,4,no
www.te.gob.mx,https://www.te.gob.mx/candidaturas-independientes/mnci,3,no
www.te.gob.mx,https://www.te.gob.mx/eje/,1,no
www.te.gob.mx,https://www.te.gob.mx/ccje/Archivos/Propaganda_electoral.pdf,2,no
www.te.gob.mx,https://www.te.gob.mx/eje/front/Carrera,2,no
www.te.gob.mx,https://www.te.gob.mx/eje/media/files/7eb51746768a49c.pdf,1,no
www.te.gob.mx,https://www.te.gob.mx/editorial_service/media/pdf/150420241322026820.pdf,1,no
www.te.gob.mx,https://www.te.gob.mx/ccje/Archivos/Articulo_134.pdf,1,no
portalanterior.ine.mx,https://portalanterior.ine.mx/archivos3/portal/historico/contenido/Informacion_Electoral/,2,no
portalanterior.ine.mx,https://portalanterior.ine.mx/archivos3/portal/historico/contenido/Estados/EleccionesLocales/,3,no
portalanterior.ine.mx,https://portalanterior.ine.mx/archivos3/portal/historico/contenido/interiores/Menu_Principal-id-DESPEN_Que_es/,3,no
portalanterior.ine.mx,https://portalanterior.ine.mx/documentos/Reforma_Electoral/camp/duracion_cofipe.pdf,2,no
portalanterior.ine.mx,https://portalanterior.ine.mx/archivos3/portal/historico/contenido/Historico_de_Resultados_Electorales/,1,no
portalanterior.ine.mx,https://portalanterior.ine.mx/archivos2/portal/PartidosPoliticos/Fiscalizacion_y_rendicion_de_cuentas/Candidatos.html,1,no
